ntaxa,ngt,ils,nbp,m,r,imethod,gtee,hwcd,input_error,runtime_parallel,runtime_serial
100,100,high,1000,10,6,phylonet-ml,0.06453608247422674,80,70,4706.92716506662,13356.49153306662
100,100,high,1000,10,7,phylonet-ml,0.08123711340206176,144,86,3114.9651491065065,14022.719615106507
100,100,high,1000,10,8,phylonet-ml,0.07164948453608239,106,62,2693.112705046463,10768.045413046462
100,100,high,1000,10,9,phylonet-ml,0.07845360824742259,124,72,1786.3532910453948,9547.932729045395
100,100,high,1000,10,10,phylonet-ml,0.08453608247422668,136,98,1579.729553874939,10698.506171874938
100,1000,low,100,10,5,phylonet-ml,0.23371134020618647,14,18,11301.679512126922,30067.16992612692
100,1000,low,100,10,7,phylonet-ml,0.31556701030928036,4,6,9349.63269392543,17295.32356892543
100,1000,low,100,10,9,phylonet-ml,0.2073505154639184,22,28,2822.9627200717773,10109.475417071779
100,1000,low,100,10,10,phylonet-ml,0.381969072164948,32,34,20192.45282715544,36428.07216015544
100,1000,low,1000,10,2,phylonet-ml,0.051154639175258296,6,8,6498.670716107193,17919.465215107193
100,1000,low,1000,10,3,phylonet-ml,0.2830927835051576,44,58,51.092117872009275,249.28841287200927
100,1000,low,1000,10,4,phylonet-ml,0.048178831890585805,18,22,3718.3453489771423,12963.424297977144
100,1000,low,1000,10,5,phylonet-ml,0.42110151388502215,20,14,4655.822858881195,5421.220728881195
100,1000,low,1000,10,6,phylonet-ml,0.07334374256791135,20,22,431.1599549275665,1567.0425389275665
100,1000,low,1000,10,7,phylonet-ml,0.291407557382814,14,22,5610.357867881943,13982.549515881941
100,1000,low,1000,10,8,phylonet-ml,0.10343264982440374,20,32,283.30128688601684,1037.1423078860166
100,1000,low,1000,10,10,phylonet-ml,0.04753261839075727,6,34,6291.428918111695,15701.244050111698
100,1000,high,100,10,9,phylonet-ml,0.4211134020618561,66,60,9877.688680176529,60016.69627017653
100,1000,high,100,10,10,phylonet-ml,0.40779381443299006,28,34,7708.410710028443,50371.62042802844
100,1000,high,1000,10,1,phylonet-ml,0.7733384947638614,180,228,82.26073486619568,283.82690186619567
100,1000,high,1000,10,8,phylonet-ml,0.07886597938144398,28,28,17751.53926504497,63322.43192404498
100,1000,high,1000,10,9,phylonet-ml,0.06258762886598009,80,32,15202.255418164887,71175.47727216488
100,1000,high,1000,10,10,phylonet-ml,0.08247422680412371,184,238,73.05121196739196,286.266924967392
100,100,low,100,10,2,phylonet,0.2346391752577316,16,32,814.6282641233063,3405.852456123307
100,100,low,100,20,1,phylonet,0.20556701030927801,12,22,13328.257971993302,36529.4845549933
100,100,low,100,20,4,phylonet,0.21690721649484498,40,42,9322.855833046357,24957.154080046355
100,100,low,100,20,5,phylonet,0.21226804123711304,28,34,7809.619007953049,24354.89187595305
100,100,low,1000,10,1,phylonet,0.04659793814432984,34,30,567.0910620296784,2461.0744680296784
100,100,low,1000,10,2,phylonet,0.053524940122878194,46,56,321.38365297755433,1307.0149459775544
100,100,low,1000,10,3,phylonet,0.047525773195876246,30,38,291.07284795147706,1135.848814951477
100,100,low,1000,10,4,phylonet,0.22360824742268023,12,16,827.3209750270233,2220.900632027023
100,100,low,1000,10,7,phylonet,0.052268041237113344,24,24,364.45770006944275,1568.0740710694424
100,100,low,1000,10,8,phylonet,0.04186191815057789,48,44,1081.4586610393676,2608.322628039368
100,100,low,1000,10,10,phylonet,0.047835051546391706,28,36,534.638807885254,1707.595648885254
100,100,low,1000,20,1,phylonet,0.04727689263771731,0,12,16365.731039052995,29191.386711052994
100,100,low,1000,20,2,phylonet,0.04742268041237109,10,28,6278.406521048202,16648.394189048206
100,100,low,1000,20,3,phylonet,0.04839049021670518,4,10,4279.575783035583,11561.992836035583
100,100,low,1000,20,4,phylonet,0.046907216494845326,30,38,9358.272209020417,23038.039439020416
100,100,low,1000,20,7,phylonet,0.04432989690721646,6,18,14444.109706864045,25263.369156864042
100,100,low,1000,20,8,phylonet,0.041443298969072125,2,8,5012.785763051545,15780.571684051545
100,100,low,1000,20,9,phylonet,0.04988024575653437,82,52,10495.158682058502,25661.186554058506
100,100,low,1000,20,10,phylonet,0.45055902424858396,20,36,8093.521257996857,21574.29245299686
100,100,high,100,10,1,phylonet,0.4127835051546389,134,78,449.6606581424103,2060.9644161424103
100,100,high,100,10,8,phylonet,0.4330927835051543,164,120,1559.1537890900727,5008.230628090072
100,1000,low,100,10,2,phylonet,0.23520618556701084,10,16,1037.0379259323577,2545.7494649323576
100,1000,low,100,10,3,phylonet,0.2421134020618569,22,30,353.6005770006104,1271.5803640006106
100,1000,low,100,10,6,phylonet,0.25869072164948503,12,16,564.8618581634521,1716.2609241634523
100,1000,low,100,10,10,phylonet,0.381969072164948,26,30,375.5844451031799,1374.00604910318
100,1000,low,100,20,4,phylonet,0.2074123711340217,92,28,16172.278436935241,28988.37880793524
100,1000,low,100,20,7,phylonet,0.20643298969072277,6,10,2869.9988329110565,11648.786036911055
100,1000,low,1000,10,1,phylonet,0.4455567010309275,4,12,1321.6004841968231,2993.508520196823
100,1000,low,1000,10,3,phylonet,0.2830927835051576,46,58,152.42768113206483,832.7597671320647
100,1000,low,1000,10,5,phylonet,0.42110151388502215,10,12,1160.9314210267335,2733.1782600267334
100,1000,low,1000,10,6,phylonet,0.07334374256791135,20,22,868.4765139583283,2560.580058958328
100,1000,low,1000,10,7,phylonet,0.291407557382814,24,38,740.5465589552459,2222.734423955246
100,1000,low,1000,10,9,phylonet,0.47277319587629035,24,32,650.2241610357971,2696.280298035797
100,1000,low,1000,20,1,phylonet,0.049654116990146165,30,36,6616.946925147889,15455.311244147888
100,1000,low,1000,20,3,phylonet,0.04509791744296815,8,10,19054.337289978637,54326.87897297864
100,1000,low,1000,20,4,phylonet,0.42830927835051474,8,10,3942.746038069443,12037.003577069445
100,1000,low,1000,20,5,phylonet,0.050572449878257784,72,62,2736.1137680570528,10308.376345057051
100,1000,low,1000,20,6,phylonet,0.04710896463473825,0,6,3100.2250800139464,8013.655624013946
100,1000,low,1000,20,7,phylonet,0.044659752453236355,2,16,13721.749255024826,33687.19445702482
100,1000,low,1000,20,8,phylonet,0.24040161722280323,4,16,9356.578983940079,25275.859224940075
100,1000,low,1000,20,9,phylonet,0.06094663553912059,10,12,3754.475830088501,11524.794225088503
100,1000,low,1000,20,10,phylonet,0.04700700038259143,14,24,16824.39592195441,50891.74424895441
100,1000,high,100,10,7,phylonet,0.4888762886597933,64,32,1089.6160349588777,4997.111072958878
100,1000,high,1000,10,1,phylonet,0.7733384947638614,180,228,226.87421696891784,968.1330629689178
100,1000,high,1000,10,7,phylonet,0.07023711340206265,40,42,649.3843379701233,2607.6841919701233
100,1000,high,1000,20,5,phylonet,0.24639175257731966,178,288,11820.51143591327,24872.016659913268
100,100,low,100,10,2,snaq,0.2346391752577316,56,32,1577.5035860538483,5386.478098630905
100,100,low,100,10,3,snaq,0.22649484536082443,20,36,1170.8906738758087,3745.499129295349
100,100,low,100,10,5,snaq,0.21567010309278317,28,40,905.9417550563812,4428.473894357681
100,100,low,100,10,6,snaq,0.19474226804123682,12,14,357.6789300441742,888.1453695297241
100,100,low,100,10,7,snaq,0.2103092783505151,22,32,1211.993586063385,3153.9120664596558
100,100,low,100,10,8,snaq,0.20824742268041205,30,40,1417.5392560958862,3926.7745592594147
100,100,low,100,20,1,snaq,0.20556701030927801,12,22,30039.251858234406,90842.26615214348
100,100,low,100,20,3,snaq,0.21731958762886566,14,26,16694.378690958023,46919.5885515213
100,100,low,100,20,7,snaq,0.23268041237113365,6,24,20975.625004053116,41242.83523392677
100,100,low,1000,10,1,snaq,0.04659793814432984,34,30,8727.93217587471,13632.97161602974
100,100,low,1000,10,2,snaq,0.053524940122878194,38,52,988.8674919605255,2898.8183603286743
100,100,low,1000,10,3,snaq,0.047525773195876246,26,32,692.4838511943817,2862.4973158836365
100,100,low,1000,10,4,snaq,0.22360824742268023,24,22,751.2208549976349,1433.4562635421753
100,100,low,1000,10,6,snaq,0.44154639175257687,8,18,663.8026900291443,2249.122436761856
100,100,low,1000,10,7,snaq,0.052268041237113344,30,26,1218.3337070941925,2644.590314388275
100,100,low,1000,10,8,snaq,0.04186191815057789,48,44,2121.840832233429,4349.019379615784
100,100,low,1000,10,9,snaq,0.057731958762886525,64,98,272.93553495407104,943.2530901432037
100,100,low,1000,10,10,snaq,0.047835051546391706,28,36,1741.6276071071625,5621.382645606995
100,100,high,100,10,1,snaq,0.4127835051546389,116,76,631.8124289512634,2598.9396591186523
100,100,high,100,10,8,snaq,0.4330927835051543,128,118,1136.8825631141663,4645.681357860565
100,100,high,100,10,9,snaq,0.4359793814432986,148,110,1389.499861240387,5149.173405170441
100,100,high,100,10,10,snaq,0.44474226804123695,156,120,1137.5204219818115,4711.193035125732
100,100,high,1000,10,1,snaq,0.06443298969072157,78,82,967.505392074585,4313.948329210281
100,100,high,1000,10,3,snaq,0.07773195876288647,160,96,1075.726440191269,4725.556166648865
100,100,high,1000,10,4,snaq,0.07546391752577307,128,84,840.580757856369,3479.4968917369843
100,100,high,1000,10,7,snaq,0.08123711340206176,140,90,693.6163060665131,3026.1049189567566
100,100,high,1000,10,9,snaq,0.07845360824742259,104,68,934.3426129817963,3697.864573955536
100,1000,low,100,10,2,snaq,0.23520618556701084,10,16,4935.605019807816,9767.44124531746
25,100,low,1000,10,4,phylonet-ml,0.03636363636363634,0,2,673.1866209569245,989.4245929569244
25,100,high,100,10,3,phylonet-ml,0.34318181818181803,16,20,8434.622534046173,8808.824576046174
25,100,low,100,10,4,snaq,0.13500000000000004,46,68,143.4140648841858,313.15052485466003
25,100,low,1000,10,4,snaq,0.03636363636363634,0,2,1067.6989407539368,1580.7929725646973
25,100,low,1000,20,4,snaq,0.049090909090909074,4,8,64783.627141952515,65117.695034980774
25,1000,low,1000,10,8,snaq,0.06028756028756069,6,8,854.0044972896576,1197.325796365738
25,100,low,1000,10,2,squirrel,0.041818181818181796,34,32,17.33008214479196,17.476949840784073
25,100,low,1000,10,3,squirrel,0.047272727272727265,16,22,16.80187332566129,16.972581771668047
25,1000,low,1000,10,2,squirrel,0.03517153517153539,12,16,17.349804580706405,17.651138776738662
25,1000,low,1000,10,3,squirrel,0.05068181818181854,28,22,17.807635914941784,18.103011546947528
50,100,low,1000,10,7,phylonet-ml,0.0520094562647754,10,14,861.3873630104523,2312.818070010452
50,1000,low,1000,20,6,phylonet,0.04529579396198885,12,20,7797.260325128326,15041.108328128326
50,1000,high,1000,10,8,phylonet,0.06276595744680794,20,16,2235.645104970291,3454.986427970291
50,100,low,1000,10,9,snaq,0.03954437996991188,10,16,243.2684931755066,587.2520382404327
50,100,high,100,20,3,snaq,0.41617021276595767,34,34,3198.69771194458,9816.438308238983
50,1000,low,1000,20,4,snaq,0.05774768966258272,20,14,39123.58345198631,58674.51838326454
50,100,low,1000,10,2,squirrel,0.041478615946701054,32,38,18.232688662741566,18.630267474771244
50,100,low,1000,10,3,squirrel,0.06769825918762086,40,44,17.248872285272228,17.67421922524227
50,1000,low,1000,10,2,squirrel,0.054994771548688114,50,48,17.495085982925957,18.533773053990444
100,100,low,1000,10,8,phylonet-ml,0.04186191815057789,42,40,897.3098090244141,2675.235532024414
100,1000,high,1000,10,2,phylonet-ml,0.0651546391752584,102,34,15553.201178933472,75054.28950993349
100,1000,low,100,20,9,phylonet,0.2086907216494854,2,6,13239.483954085586,28959.596803085587
100,1000,low,100,10,3,snaq,0.2421134020618569,22,30,1472.4919409751892,4073.0599665641785
100,1000,low,100,10,6,snaq,0.25869072164948503,10,14,1266.0780408382416,3683.115075826645
100,1000,low,100,10,9,snaq,0.2073505154639184,30,28,653.001119852066,2072.9530856609344
100,1000,low,100,10,10,snaq,0.381969072164948,32,34,557.1942031383514,2802.709518432617
100,1000,low,1000,10,2,snaq,0.051154639175258296,2,4,1371.7842218875885,4503.676798820496
100,1000,low,1000,10,3,snaq,0.2830927835051576,44,58,475.68233609199524,2221.879375934601
100,1000,low,1000,10,4,snaq,0.048178831890585805,18,16,468.32138991355896,2026.3890895843506
100,1000,low,1000,10,5,snaq,0.42110151388502215,12,12,1738.3293907642365,4028.3046283721924
100,1000,low,1000,10,6,snaq,0.07334374256791135,12,14,1133.53178191185,2548.6403419971466
100,1000,low,1000,10,7,snaq,0.291407557382814,22,30,751.4777722358704,2523.9607586860657
100,1000,low,1000,10,8,snaq,0.10343264982440374,22,34,738.5619940757751,2422.3780364990234
100,1000,low,1000,10,9,snaq,0.47277319587629035,62,20,795.6025679111481,3046.193036556244
100,1000,low,1000,10,10,snaq,0.04753261839075727,20,22,1404.2244050502777,3322.1021106243134
100,1000,low,1000,20,4,snaq,0.42830927835051474,8,10,11611.991363048553,39773.24903798103
100,1000,low,1000,20,5,snaq,0.050572449878257784,6,14,7988.290778875351,28713.259627580643
100,1000,low,1000,20,9,snaq,0.06094663553912059,18,22,20038.05360507965,50355.178346157074
100,1000,high,100,10,1,snaq,0.6126701030927824,30,26,601.3597378730774,2632.2476799488068
100,1000,high,100,10,2,snaq,0.430628865979382,124,48,1079.6311872005463,4476.891450881958
100,1000,high,100,10,5,snaq,0.4991752577319586,136,46,683.80735206604,2978.792772769928
100,1000,high,100,20,8,snaq,0.4637422680412369,32,40,49088.42915201187,119426.17758512497
100,1000,high,1000,10,1,snaq,0.7733384947638614,180,228,592.4220941066742,1806.178361415863
100,1000,high,1000,10,5,snaq,0.06717525773195947,122,38,809.3533489704132,3392.86324095726
100,1000,high,1000,10,8,snaq,0.07886597938144398,28,28,1107.615042924881,4569.119378089905
100,100,low,1000,10,2,squirrel,0.053524940122878194,78,84,20.366692447540117,21.08395223459229
100,1000,low,1000,10,2,squirrel,0.051154639175258296,72,58,17.939820936589967,19.55609006463783
200,100,low,1000,10,2,squirrel,0.04214736194431626,140,132,18.046821986761643,20.257713240745943
200,1000,low,1000,10,1,squirrel,0.2597064069145282,242,136,29.527619366388535,36.19998640043195
200,1000,low,1000,10,2,squirrel,0.04773506403670295,262,166,32.80083678473602,36.956847562629264
25,100,high,100,10,10,phylonet-ml,0.3959090909090909,14,16,4557.363516000473,5122.094573000473
25,100,high,1000,10,1,phylonet-ml,0.06454545454545459,10,20,54380.165933953336,59532.24945695334
25,100,high,1000,10,7,phylonet-ml,0.05954545454545456,8,10,47820.02372479767,75383.69678479768
25,100,high,1000,10,9,phylonet-ml,0.06318181818181821,18,24,42132.85567408548,42990.74791208548
25,1000,low,100,10,6,phylonet-ml,0.18872727272727266,2,0,7104.219661062774,8514.526070062773
25,100,low,1000,10,3,phylonet,0.047272727272727265,6,6,279.37796090208434,513.0810819020843
25,100,low,1000,20,3,snaq,0.05318181818181821,8,12,76665.88881587982,76738.17388176918
25,100,high,100,10,7,snaq,0.3713636363636361,12,16,6069.99853682518,7569.52134180069
25,100,high,1000,10,4,snaq,0.059090909090909124,16,28,3208.735769033432,4911.63214302063
25,1000,low,100,20,3,snaq,0.25500000000000017,10,16,65174.51976084709,65212.12574887276
25,1000,high,1000,20,3,snaq,0.05690909090909137,12,24,5325.633133888245,8914.47494673729
50,1000,low,1000,10,8,phylonet,0.047678525282108274,14,16,184.65253004684448,451.5200140468445
50,1000,low,1000,20,10,phylonet,0.2954797915064558,28,22,14894.22644193422,29692.58439793422
50,100,low,1000,20,6,snaq,0.27787234042553155,10,14,73935.99215388298,80837.44906878471
50,1000,low,1000,10,1,snaq,0.4787340532021394,18,18,5992.898207902908,6425.126777887344
50,1000,low,1000,10,2,snaq,0.054994771548688114,12,14,2799.050056219101,6138.035932540894
100,100,low,100,10,5,phylonet-ml,0.21567010309278317,10,28,810.8001968965301,4300.38050089653
100,100,low,1000,10,5,phylonet-ml,0.448762886597938,32,36,1477.5467049432984,4570.568955943298
100,100,low,1000,20,6,phylonet,0.05010309278350511,24,38,40192.660099891036,68611.40499189103
100,100,high,1000,20,2,phylonet,0.08226804123711333,152,104,25017.863555093827,80416.23589609383
100,1000,low,1000,10,8,phylonet,0.10343264982440374,24,34,189.9784930444641,900.7944310444641
100,1000,low,1000,10,10,phylonet,0.04753261839075727,20,24,506.2327188286438,1971.7059088286435
100,1000,low,1000,20,2,phylonet,0.043088026967500775,20,26,11156.595723911576,28995.63526691158
100,100,low,100,10,4,snaq,0.19391752577319554,14,24,1096.201853275299,3854.536904335022
100,1000,low,100,10,4,snaq,0.26446391752577425,104,12,884.2413940429688,3485.5005781650543
100,1000,high,1000,10,4,snaq,0.06648453608247487,36,40,1069.119057893753,4464.086427927017
25,1000,low,1000,10,8,phylonet-ml,0.06028756028756069,6,6,2234.4919589341584,3721.4408529341586
25,1000,high,100,20,10,phylonet,0.3346818181818184,18,12,23947.86041592813,25714.26376592813
25,100,low,1000,10,1,snaq,0.05590909090909093,2,0,758.4468941688538,816.5695381164551
50,100,high,100,10,2,phylonet-ml,0.4365957446808513,50,48,7011.4970359065555,12503.878187906554
50,100,high,1000,10,10,phylonet-ml,0.0680851063829787,60,56,38543.052487027344,84985.06230702733
50,1000,low,1000,20,7,phylonet,0.05119277885235287,34,16,16299.055208121918,19020.01488212192
100,100,low,1000,10,1,phylonet-ml,0.04659793814432984,34,22,3156.659424043503,7983.564978043503
100,100,high,100,10,3,phylonet-ml,0.4864948453608248,148,106,12072.336194873917,36918.312567873916
100,1000,high,100,20,2,snaq,0.47114432989690697,50,46,25847.365042209625,86053.4772810936
100,100,low,1000,10,3,squirrel,0.047525773195876246,70,60,16.310032916866476,17.10375834387378
100,100,high,1000,10,3,squirrel,0.07773195876288647,196,192,24.022928591817617,24.850491032004356
100,1000,low,1000,10,3,squirrel,0.2830927835051576,60,72,15.468833058781456,17.7637714157172
200,100,low,1000,10,3,squirrel,0.04771573604060912,128,130,16.371783140231855,22.041117603250314
200,1000,low,1000,10,3,squirrel,0.04490904819781652,126,104,19.435115899483208,23.643451483367244
25,100,low,100,10,2,phylonet-ml,0.2640909090909091,6,10,1969.0679588707733,2557.8324498707734
25,100,low,1000,20,8,snaq,0.04181818181818181,0,0,14246.96358704567,15543.948282957077
25,1000,low,100,20,2,snaq,0.23336363636363636,2,8,78604.18230080605,78863.05243992805
25,1000,high,100,10,2,snaq,0.3504545454545465,8,10,6734.979639053345,7203.055418014526
25,1000,high,100,20,10,snaq,0.3346818181818184,18,14,10194.395613908768,13277.673402071
50,1000,high,1000,10,4,phylonet,0.07261702127659507,32,24,10866.703830944718,16944.433657944715
50,100,low,100,20,5,snaq,0.21957446808510642,22,32,39497.33278179169,72195.69192790985
100,100,low,1000,20,5,phylonet,0.043632198271373455,26,42,6086.621986967773,22450.203789967774
100,1000,low,1000,10,4,phylonet,0.048178831890585805,18,16,753.3237648598175,2654.9375778598173
25,100,low,1000,10,4,squirrel,0.03636363636363634,8,10,13.71679966308875,13.8168168150587
25,1000,low,1000,10,4,squirrel,0.04740909090909132,8,14,13.675849441991886,13.889868291997118
50,100,low,1000,10,4,squirrel,0.04531914893617023,26,22,13.898124630912207,14.123352907859953
50,1000,low,1000,10,4,squirrel,0.04753054772280569,38,22,14.308707142976345,15.288289308024105
100,100,low,1000,10,4,squirrel,0.22360824742268023,72,74,13.744749701814726,14.217946606891928
100,1000,low,1000,10,4,squirrel,0.048178831890585805,82,72,15.098237425583648,16.520221093582222
50,1000,low,1000,10,3,phylonet-ml,0.6199637845178826,26,24,5753.879934936463,7243.258419936463
50,100,low,1000,20,8,phylonet,0.054588437567160975,20,38,12500.588736923508,18474.394895923506
50,1000,low,1000,10,3,phylonet,0.6199637845178826,24,26,495.16151300053406,876.3160880005341
50,1000,low,1000,10,3,snaq,0.6199637845178826,22,22,3580.993668079376,7592.640664100647
100,100,high,1000,20,5,snaq,0.07876288659793801,92,94,36626.73072195053,117957.79511260986
200,100,low,1000,10,4,squirrel,0.19268830436343182,284,168,28.562476988707203,30.989290543657262
25,100,low,1000,10,5,squirrel,0.05136363636363638,12,12,13.687575506570283,13.82519368454814
25,100,low,1000,10,6,squirrel,0.1581818181818182,14,12,13.819226023275405,14.04838104225928
25,100,low,1000,10,7,squirrel,0.03999999999999997,12,12,13.716302979388274,13.824527238379233
25,1000,low,1000,10,5,squirrel,0.050282382947714054,28,30,14.248090539127588,14.577557050157338
25,1000,low,1000,10,6,squirrel,0.04399122004755843,24,16,14.513230920827482,14.712456438865047
25,1000,low,1000,10,7,squirrel,0.06115206115206145,20,30,14.252236105268821,14.491018478234764
50,100,low,1000,20,8,snaq,0.054588437567160975,18,36,60883.232399225235,103678.98285913467
50,100,low,1000,10,5,squirrel,0.05042553191489362,34,42,14.035283712029923,14.689087767153978
50,100,low,1000,10,6,squirrel,0.0520094562647754,36,54,13.720825936819892,14.045206358772703
50,100,low,1000,10,7,squirrel,0.0520094562647754,34,32,13.788637409859803,14.293685311859008
50,1000,low,1000,10,5,squirrel,0.04530410487857256,44,46,14.780575888988096,15.98739827395184
50,1000,low,1000,10,6,squirrel,0.048953468258086406,38,38,14.57383363955887,15.277481419558171
50,1000,low,1000,10,7,squirrel,0.048595487561868815,42,30,14.794944209512323,15.87390648451401
100,100,low,1000,10,5,squirrel,0.448762886597938,48,58,14.465099954337347,16.018430221360177
100,100,low,1000,10,6,squirrel,0.44154639175257687,48,62,13.998757609166205,15.041585697210394
100,100,low,1000,10,7,squirrel,0.052268041237113344,56,58,14.302592596155591,14.868874067091383
100,1000,low,1000,10,5,squirrel,0.42110151388502215,52,48,15.283073098573368,16.88010213256348
100,1000,low,1000,10,6,squirrel,0.07334374256791135,48,50,15.376786345732398,16.91253745474387
100,1000,low,1000,10,7,squirrel,0.291407557382814,84,84,15.238533979922067,17.25289326685015
200,100,low,1000,10,5,squirrel,0.0467005076142132,254,148,22.992366727092303,25.958925491082482
200,100,low,1000,10,6,squirrel,0.05187817258883249,122,126,14.771155318710953,17.130563674552832
200,100,high,1000,10,10,phylonet-ml,0.09328821206993793,324,220,11731.232296811417,39100.49355181142
200,100,low,100,20,6,phylonet,0.20380710659898477,20,28,16210.030736918548,41961.87251091853
200,100,low,1000,10,6,phylonet,0.05187817258883249,18,36,287.90810294111634,2441.2919259411165
200,100,low,1000,10,7,phylonet,0.47005076142131963,26,48,224.99239191409302,1430.0045949140929
200,1000,low,1000,10,5,phylonet,0.4473756345177668,58,86,391.5302948044739,2765.571463804474
200,1000,low,1000,10,8,phylonet,0.04580771879703099,38,32,275.5225768113098,2066.86503681131
200,100,high,100,10,9,snaq,0.442233502538071,326,168,625.1535549163818,5568.405735015869
200,100,low,1000,10,7,squirrel,0.47005076142131963,128,128,14.71154203102924,16.34637116797967
200,1000,low,1000,10,4,squirrel,0.2500713513954295,148,132,17.13076428481145,21.556101267924532
200,1000,low,1000,10,5,squirrel,0.4473756345177668,174,122,23.12517954967916,27.65399432880804
200,1000,low,1000,10,6,squirrel,0.27236866246712743,146,118,17.065610722755082,21.154830933723133
100,100,low,100,20,9,snaq,0.2049484536082471,22,22,63796.12057995796,78404.62607574463
200,100,low,100,10,2,phylonet,0.2375634517766496,186,54,399.38350302952574,3269.465541029526
200,100,low,100,10,6,phylonet-ml,0.2354314720812182,42,44,1021.7171651555176,6559.578078155518
200,100,low,100,10,4,phylonet-ml,0.22375634517766496,46,50,1825.1080789598388,9651.700538959838
200,100,low,100,10,7,phylonet-ml,0.2373096446700506,26,36,2004.351214977951,7673.770216977951
200,100,low,100,10,10,phylonet-ml,0.5085279187817258,152,30,2728.330146010315,10460.658700010314
200,100,low,1000,10,2,phylonet-ml,0.04214736194431626,46,58,2134.9488489352266,9003.474460935227
200,100,low,1000,10,3,phylonet-ml,0.04771573604060912,26,50,1443.9623081450347,7449.089149145034
200,100,high,1000,10,1,phylonet-ml,0.08032864095452404,272,156,4732.740756125489,37822.236562125494
200,100,high,1000,10,3,phylonet-ml,0.08359434064153795,230,160,2549.863799079407,17218.115311079408
200,100,high,1000,10,4,phylonet-ml,0.08943429797477624,294,192,4591.700384031921,29007.484560031924
200,100,high,1000,10,5,phylonet-ml,0.07201776649746193,292,148,5878.468312073715,30696.319451073712
200,100,high,1000,10,7,phylonet-ml,0.07902751803366286,316,144,3504.559276021469,20535.032810021465
200,100,high,1000,10,9,phylonet-ml,0.09027891490639152,284,168,6404.573349929535,38190.915713929535
200,1000,low,100,10,1,phylonet-ml,0.22077157360406105,14,32,8826.332697805297,34505.2267938053
200,1000,low,100,10,9,phylonet-ml,0.21085786802030448,28,44,15246.413932992798,38929.3461389928
200,1000,low,1000,10,6,phylonet-ml,0.27236866246712743,22,32,7251.371069014771,27028.083131014773
200,1000,low,1000,10,7,phylonet-ml,0.4610224800580133,22,30,812.1474789580841,3878.084405958085
200,1000,low,1000,10,8,phylonet-ml,0.04580771879703099,40,34,4033.9003390329895,15846.173972032988
200,100,low,100,10,1,phylonet,0.20974619289340102,30,44,329.74106105163577,3038.016683051636
200,100,low,100,10,5,phylonet,0.21233502538071064,36,62,321.20749398802184,2505.9311159880217
200,100,low,100,10,8,phylonet,0.21878172588832487,30,48,384.1625531042175,2349.376546104217
200,100,low,1000,10,1,phylonet,0.21309644670050823,106,148,383.95433397158814,2989.2704529715884
200,100,low,100,10,9,phylonet-ml,0.2481218274111675,114,68,5548.279685895096,11882.304272895097
200,100,low,1000,10,5,phylonet-ml,0.0467005076142132,54,72,1434.543664011612,6172.98303601161
200,100,low,1000,10,6,phylonet-ml,0.05187817258883249,16,36,2808.4020320755003,12078.325270075502
200,100,low,1000,10,7,phylonet-ml,0.47005076142131963,84,54,890.7992269045258,5112.145267904525
200,100,low,1000,10,10,phylonet-ml,0.04324873096446701,28,34,3607.7346009964294,9048.816918996428
200,100,high,100,10,1,phylonet-ml,0.43431472081218286,274,162,4727.611887856079,23258.39236585608
200,100,high,100,10,8,phylonet-ml,0.45878172588832483,308,172,3642.918669055557,24524.26291705556
200,100,high,1000,10,2,phylonet-ml,0.08575440112323146,244,188,23330.011524831694,67788.80946683169
200,1000,low,100,10,3,phylonet-ml,0.2295939086294418,214,48,13214.787253083801,61267.169190083805
200,1000,low,1000,10,1,phylonet-ml,0.2597064069145282,90,38,26529.223672128785,77607.23950312879
200,1000,low,1000,10,2,phylonet-ml,0.04773506403670295,188,84,4273.893485959564,19865.265960959565
200,1000,low,1000,10,3,phylonet-ml,0.04490904819781652,20,54,43765.4365981909,85738.12977519089
200,1000,low,1000,10,10,phylonet-ml,0.25250879542179816,16,40,8605.089354879487,20787.739179879485
200,100,low,100,20,3,phylonet,0.23355329949238585,20,46,14634.062477985199,36855.0095899852
200,100,low,100,20,7,phylonet,0.23451776649746184,28,52,7384.841526978394,42616.6789519784
200,100,low,1000,10,2,phylonet,0.04214736194431626,40,48,469.66182196777345,2941.424630967773
200,100,low,1000,10,3,phylonet,0.04771573604060912,38,58,297.7887351579895,2215.8157171579896
200,100,low,1000,10,4,phylonet,0.19268830436343182,74,72,386.8270070832367,1981.0755620832372
200,100,low,1000,10,5,phylonet,0.0467005076142132,52,66,371.72593699227906,2623.827806992279
200,100,low,1000,10,10,phylonet,0.04324873096446701,32,36,1016.6801039634857,3386.2167819634856
200,100,low,1000,20,3,phylonet,0.05265856534892068,30,40,13774.261469123612,45499.15652912362
200,100,low,1000,20,4,phylonet,0.047715736040609115,32,52,11794.722831893769,61034.22262789376
200,100,low,1000,20,8,phylonet,0.04732605240219452,44,58,10446.340388013032,26463.377261013033
200,100,low,1000,20,9,phylonet,0.05055837563451772,40,60,8174.699081971939,35951.12577797194
200,100,low,1000,20,10,phylonet,0.49619289340101524,92,134,12988.870227950103,40605.765010950105
200,100,high,100,10,1,phylonet,0.43431472081218286,270,164,2118.8181660791015,10827.351209079101
200,100,high,100,10,2,phylonet,0.43431472081218275,272,152,1366.7580451527406,7422.226901152741
200,100,high,100,10,7,phylonet,0.46791878172588836,328,204,4194.18478008841,17528.281789088407
